What dance did Ninja do to celebrate his first Battle Royale win?,WINNER ID 1,WINNER ID 2,VOTER ID 1,VOTER ID 2
,48697035,1546302059,107523432,1546302075
,404045875,1546302085,194492248,1546302119
,86303108,1546302067,37169079,1546302092
,91655574,1546302059,102527858,1546302059
,132029619,1546302060,182158453,1546302108
,108819127,1546302066,246031144,1546302098
,108864619,1546302081,38827516,1546302096
,207590653,1546302078,123392028,1546302102
,190951214,1546302060,52876652,1546302072
,239853765,1546302078,27725809,1546302058
,51938468,1546302065,59224556,1546302139
,204944193,1546302081,29921565,1546302058
,39990680,1546302057,174498959,1546302097
,115856177,1546302081,218175734,1546302089
,25430276,1546302100,53419510,1546302123
,275832150,1546302129,36258428,1546302061
,54719869,1546302057,223707486,1546302095
,65526113,1546302097,247503246,1546302079
,210913463,1546302059,216194674,1546302058
,142965705,1546302064,126742586,1546302057
,157936768,1546302069,277597844,1546302119
,73924262,1546302064,244059565,1546302058
,84615879,1546302060,39005841,1546302075
,64206590,1546302075,186513569,1546302077
,403696776,1546302060,185722216,1546302059
,144209876,1546302081,168069767,1546302117
,47838372,1546302074,206339758,1546302082
,124583221,1546302062,139603936,1546302061
,248281039,1546302073,127759726,1546302106
,48802647,1546302058,80828992,1546302067
,56774439,1546302072,216396540,1546302071
,31593539,1546302082,30581246,1546302060
,176089845,1546302082,133414399,1546302074
,179326468,1546302075,62832508,1546302094
,132714548,1546302059,274890845,1546302057
,212359493,1546302066,135652537,1546302062
,141174437,1546302068,93135298,1546302092
,73381157,1546302139,93334856,1546302070
,42686163,1546302064,46787585,1546302111
,174569829,1546302058,228372509,1546302125
,222553531,1546302120,169387970,1546302058
,31452493,1546302070,49163770,1546302130
,209437181,1546302076,256290310,1546302061
,48955880,1546302069,75345987,1546302068
,177458992,1546302076,55602749,1546302117
,46508145,1546302130,50288228,1546302063
,130962326,1546302070,96987842,1546302056
,73061354,1546302120,86737744,1546302115
,48724959,1546302057,25706989,1546302061
,193886102,1546302075,405019026,1546302082
,232243439,1546302059,164690729,1546302136
,178514497,1546302069,74504776,1546302078
,73698941,1546302095,59663213,1546302059
,22624619,1546302083,29757965,1546302077
,227640667,1546302123,112170043,1546302075
,171078420,1546302058,129206873,1546302077
,195466491,1546302073,39767521,1546302071
,220148714,1546302107,217442209,1546302066
,87828719,1546302087,103701331,1546302064
,228247391,1546302097,111386816,1546302085
,48171814,1546302117,57802283,1546302063
,44283894,1546302077,170824922,1546302060
,26381986,1546302073,55593749,1546302077
,44061522,1546302059,207041296,1546302060
,181147322,1546302130,119910192,1546302125
,105338787,1546302059,161129922,1546302059
,53436811,1546302073,32342592,1546302116
,86027699,1546302081,133760810,1546302068
,404064649,1546302067,234516489,1546302058
,218195701,1546302095,67222909,1546302058
,68489624,1546302069,135853266,1546302058
,87602155,1546302068,174205178,1546302090
,206243134,1546302095,28413456,1546302058
,134058025,1546302063,58714633,1546302062
,63147911,1546302077,27574450,1546302063
,207351990,1546302099,236620635,1546302072
,53593373,1546302073,41900521,1546302084
,138969880,1546302083,147554197,1546302093
,214339698,1546302061,46271883,1546302092
,151801099,1546302072,44914799,1546302063
,95604409,1546302060,67040153,1546302061
,166551601,1546302140,91159379,1546302139
,25757799,1546302075,96352285,1546302075
,192363991,1546302088,214879065,1546302059
,113308618,1546302061,41428391,1546302075
,170664406,1546302076,123751456,1546302065
,122662547,1546302103,224849657,1546302126
,146640198,1546302061,86002293,1546302063
,199270972,1546302068,248652368,1546302058
,64084706,1546302059,67182817,1546302064
,146467613,1546302058,143721184,1546302061
,44076915,1546302107,39084945,1546302134
,212405954,1546302134,55242390,1546302083
,100435890,1546302087,210991024,1546302082
,67997209,1546302059,41226659,1546302132
,74008760,1546302061,101446291,1546302101
,58436007,1546302091,114044626,1546302057
,186141074,1546302057,69560738,1546302058
,164747352,1546302078,155588113,1546302085
,171742574,1546302111,126855028,1546302109
,116935994,1546302074,143743015,1546302141
,95635091,1546302096,36834057,1546302061
,37911658,1546302069,52142653,1546302102
,404349873,1546302059,121335453,1546302131
,221927160,1546302103,240228385,1546302076
,71192145,1546302060,403048571,1546302078
,27719080,1546302058,50395407,1546302082
,190181757,1546302082,114151175,1546302079
,238593875,1546302060,29456282,1546302111
,106692117,1546302076,67773807,1546302062
,188731386,1546302078,70841120,1546302058
,87510965,1546302132,39047909,1546302076
,114200165,1546302057,218435610,1546302062
,20985391,1546302060,202932074,1546302057
,7132822,1546302073,274043056,1546302059
,164481763,1546302060,93886103,1546302117
,28392014,1546302060,68320066,1546302073
,247178581,1546302060,49460045,1546302135
,405578424,1546302084,46216481,1546302109
,73105714,1546302072,105262786,1546302065
,38384959,1546302091,178952270,1546302069
,32170860,1546302089,66745113,1546302072
,114160122,1546302058,158704060,1546302088
,280488184,1546302060,227956570,1546302107
,39861263,1546302061,143553537,1546302086
,160961125,1546302112,188148584,1546302114
,86160364,1546302079,7541977,1546302060
,27072122,1546302064,183574220,1546302087
,207725471,1546302104,257605281,1546302083
,237640402,1546302078,166991498,1546302079
,26870608,1546302090,88512143,1546302081
,154352471,1546302057,67043924,1546302066
,54650649,1546302086,201752440,1546302110
,228275956,1546302057,166554559,1546302097
,177898242,1546302079,261367905,1546302070
,25481487,1546302086,54720115,1546302107
,165125279,1546302065,157861549,1546302069
,53438059,1546302091,139279154,1546302140
,202189489,1546302073,62052829,1546302058
,102614743,1546302121,63076828,1546302059
,404135603,1546302123,125118507,1546302071
,64877585,1546302072,102757356,1546302109
,71977678,1546302086,40390765,1546302073
,119566583,1546302071,134891275,1546302119
,95475615,1546302058,181687382,1546302059
,107888182,1546302067,46662919,1546302084
,193336407,1546302060,23009014,1546302058
,189304630,1546302092,52125723,1546302082
,51857114,1546302089,67909295,1546302090
,2100313,1546302081,201811328,1546302063
,71080052,1546302058,105013611,1546302098
,59720142,1546302070,402366920,1546302072
,140363955,1546302075,206511554,1546302057
,143139758,1546302077,96693554,1546302058
,152965886,1546302097,40978664,1546302088
,120980657,1546302117,76498097,1546302072
,276886288,1546302075,76866362,1546302102
,250265179,1546302086,144564287,1546302079
,187793558,1546302060,104869633,1546302089
,227451182,1546302076,27695161,1546302057
,39897333,1546302071,106543284,1546302079
,36353007,1546302061,179801998,1546302072
,278009308,1546302140,89319907,1546302069
,67128221,1546302118,216184590,1546302061
,218786579,1546302077,29008415,1546302082
,90640369,1546302076,77102589,1546302078
,226646487,1546302074,216153456,1546302059
,42439676,1546302068,149302200,1546302069
,46176495,1546302062,405776571,1546302060
,152631808,1546302087,199289821,1546302087
,123966925,1546302058,136124292,1546302066
,258106496,1546302110,222066865,1546302064
,109067864,1546302089,108678858,1546302076
,233626233,1546302075,197749240,1546302118
,206196339,1546302064,249265136,1546302068
,40984386,1546302131,159732593,1546302065
,172849082,1546302059,120027137,1546302072
,226480743,1546302062,103254675,1546302058
,53147930,1546302059,186992841,1546302128
,43610614,1546302072,48250336,1546302143
,228764064,1546302141,143252289,1546302097
,48400704,1546302067,184022150,1546302094
,46162578,1546302058,27157759,1546302071
,218618900,1546302072,38793336,1546302058
,57857577,1546302102,96817976,1546302080
,117669768,1546302124,191427625,1546302062
,118223813,1546302104,134029839,1546302059
,182047301,1546302071,209212105,1546302118
,187030320,1546302124,405496568,1546302059
,126886210,1546302085,108843565,1546302068
,147633424,1546302104,159893663,1546302139
,59098229,1546302093,172543071,1546302059
,107798370,1546302058,111837049,1546302094
,120255591,1546302113,147750981,1546302067
,209453836,1546302059,98174959,1546302058
,27846921,1546302062,159052157,1546302059
,87581850,1546302092,49955915,1546302062
,137072093,1546302058,140677092,1546302061
,278998170,1546302086,105247223,1546302138
,111399415,1546302060,75156231,1546302061
,87335309,1546302110,26820592,1546302059
,39071688,1546302058,111250362,1546302113
,176220276,1546302076,118010371,1546302073
,174222347,1546302113,76203786,1546302100
,39004547,1546302091,254482812,1546302107
,31532142,1546302135,4089284,1546302125
,72375971,1546302091,78378642,1546302082
,144338512,1546302125,54182358,1546302056
,155597711,1546302059,146522022,1546302128
,71434293,1546302103,157492719,1546302078
,49689743,1546302080,123182707,1546302065
,231729205,1546302061,61845794,1546302065
,92885668,1546302073,50320733,1546302074
,96520793,1546302058,128209745,1546302076
,23903494,1546302058,47217941,1546302143
,144771971,1546302071,198273435,1546302076
,274435334,1546302123,265488053,1546302061
,263598054,1546302071,121282323,1546302085
,256037818,1546302058,211588706,1546302117
,197640289,1546302110,118177507,1546302096
,143514387,1546302059,112146397,1546302073
,404591610,1546302061,173421405,1546302110
,202384780,1546302077,224628398,1546302101
,199233745,1546302068,213124269,1546302061
,267861218,1546302113,56681034,1546302107
,75737203,1546302136,81187506,1546302080
,160733932,1546302087,51801240,1546302063
,154663725,1546302063,155201805,1546302085
,196300461,1546302068,179400932,1546302059
,71612719,1546302060,252847244,1546302083
,152702082,1546302095,181553767,1546302069
,206732733,1546302060,14837668,1546302126
,85701951,1546302059,130250062,1546302074
,189086554,1546302060,221713645,1546302095
,44298915,1546302078,116808245,1546302061
,71997610,1546302056,52769454,1546302060
,217717102,1546302066,17178997,1546302088
,200821575,1546302077,217240935,1546302085
,66098113,1546302134,128703593,1546302060
,162096297,1546302074,218451325,1546302060
,47788937,1546302116,113375841,1546302087
,230417728,1546302057,47672694,1546302078
,32772892,1546302103,68566475,1546302078
,194698926,1546302059,175715986,1546302132
,75834167,1546302074,92493512,1546302064
,28907076,1546302058,119974690,1546302060
,200712780,1546302115,208985817,1546302076
,238245592,1546302060,100823861,1546302082
,218043896,1546302060,212783259,1546302074
,191570494,1546302071,169617144,1546302092
,204936503,1546302078,52954458,1546302082
,115960358,1546302063,15376026,1546302074
,113992604,1546302119,121076064,1546302129
,229698439,1546302069,87542053,1546302073
,214840222,1546302096,75011572,1546302079
,209146594,1546302065,228494611,1546302143
,48295892,1546302098,124699222,1546302106
,183104295,1546302062,181295546,1546302100
,252698881,1546302092,227314514,1546302083
,98565828,1546302061,244341040,1546302073
,161670953,1546302079,167715136,1546302103
,237780530,1546302072,154805204,1546302072
,139027757,1546302117,134025684,1546302118
,165103366,1546302072,83680738,1546302059
,224990044,1546302083,194650626,1546302080
,136279567,1546302133,209545662,1546302101
,69606281,1546302067,141961423,1546302076
,85083093,1546302080,23795506,1546302059
,87945603,1546302093,62879350,1546302142
,96908223,1546302061,66331483,1546302067
,211084740,1546302061,131731071,1546302069
,169532602,1546302083,100949984,1546302140
,173315039,1546302057,253975662,1546302057
,117559196,1546302082,240264941,1546302080
,114922432,1546302064,158919253,1546302086
,169513371,1546302070,161569002,1546302067
,161932171,1546302063,92264381,1546302083
,184666221,1546302073,84255913,1546302072
,181618610,1546302079,130608891,1546302059
,208018308,1546302061,111116090,1546302103
,37681088,1546302058,46709961,1546302068
,280515040,1546302121,86161542,1546302063
,136682206,1546302132,157866167,1546302083
,405780030,1546302060,83658068,1546302109
,236664552,1546302076,157275151,1546302060
,205046008,1546302066,58550894,1546302097
,42225397,1546302058,127270481,1546302073
,44384053,1546302137,139544198,1546302122
,245785828,1546302060,37740194,1546302089
,405775811,1546302061,194268185,1546302061
,71317931,1546302071,150446907,1546302064
,141865375,1546302080,87327829,1546302065
,27816631,1546302057,117359793,1546302114
,229674361,1546302072,121610451,1546302075
,191766954,1546302140,88240492,1546302058
,116906881,1546302059,148492301,1546302073
,91520778,1546302141,37995412,1546302133
,118577413,1546302063,83427012,1546302065
,158236916,1546302070,119490651,1546302087
,125620897,1546302070,199120192,1546302120
,144233636,1546302112,141421697,1546302058
,124835153,1546302059,88412426,1546302071
,199133812,1546302067,103308372,1546302115
,39330075,1546302114,257501991,1546302074
,80365647,1546302087,279637612,1546302057
,161085099,1546302103,243918455,1546302071
,38569958,1546302120,94731886,1546302070
,102579773,1546302078,56970186,1546302059
,217386089,1546302089,129517347,1546302059
,43214383,1546302078,32457048,1546302073
,155536392,1546302058,210187403,1546302096
,88666977,1546302085,404085626,1546302075
,100720776,1546302079,196774217,1546302075
,57994233,1546302057,1841569,1546302139
,191366595,1546302060,187642324,1546302059
,87391411,1546302066,196604280,1546302124
,146216263,1546302060,144347371,1546302057
,50005172,1546302093,41710249,1546302085
,92191454,1546302061,210621821,1546302136
,129051232,1546302142,98472384,1546302139
,127107905,1546302066,209958568,1546302089
,261125376,1546302069,79512015,1546302070
,88502550,1546302058,197723685,1546302088
,65230029,1546302070,210778109,1546302094
,45173592,1546302066,91561538,1546302059
,166079883,1546302063,114280965,1546302058
,151147355,1546302084,46763883,1546302060
,213159360,1546302062,51093655,1546302114
,11219371,1546302077,99952155,1546302065
,187446536,1546302097,62547988,1546302066
,46912707,1546302073,234268871,1546302057
,107844238,1546302083,210357305,1546302074
,170491700,1546302117,31028672,1546302111
,188587390,1546302133,209731962,1546302057
,274049848,1546302088,111241885,1546302063
,60438553,1546302058,187217385,1546302057
,60031146,1546302057,45316007,1546302089
,126737826,1546302120,41504139,1546302114
,244053230,1546302061,132227417,1546302087
,37361789,1546302086,151551231,1546302067
,164418072,1546302072,401229286,1546302078
,130757863,1546302094,150573399,1546302058
,187730767,1546302078,52655492,1546302142
,123968630,1546302069,123498260,1546302066
,224848832,1546302064,186618110,1546302124
,166221602,1546302066,90569504,1546302076
,136856141,1546302061,117529425,1546302068
,43620953,1546302069,117070450,1546302061
,112410413,1546302136,207781638,1546302074
,205552487,1546302095,181163598,1546302058
,213911641,1546302058,60531382,1546302111
,61688123,1546302079,204744184,1546302112
,280804996,1546302065,192219081,1546302062
,131186646,1546302133,218027496,1546302060
,90182002,1546302064,164290883,1546302066
,92200271,1546302060,67943090,1546302112
,39071883,1546302083,58103515,1546302058
,138805827,1546302085,96352458,1546302073
,39855446,1546302087,97362065,1546302057
,25807228,1546302079,31659296,1546302058
,190335901,1546302128,275796333,1546302098
,108835694,1546302058,62185313,1546302062
,201979747,1546302087,99435257,1546302087
,49322026,1546302071,90612539,1546302126
,31915357,1546302077,112379652,1546302077
,127897191,1546302070,138655608,1546302088
,95287070,1546302084,224115822,1546302081
,23459695,1546302073,232708549,1546302081
,168975063,1546302058,79820440,1546302136
,130393490,1546302061,74922108,1546302088
,148330758,1546302064,204937367,1546302102
,106467830,1546302059,278786396,1546302111
,36792035,1546302130,405558854,1546302062
,64579109,1546302088,32514728,1546302064
,216440599,1546302081,241438158,1546302064
,32437197,1546302141,100782115,1546302080
,45779899,1546302059,194267009,1546302104
,90876295,1546302078,132102653,1546302081
,32614532,1546302087,97679599,1546302063
,107487615,1546302093,56741402,1546302096
,155742603,1546302057,63599057,1546302060
,44368790,1546302061,97761013,1546302105
,63504216,1546302071,155076346,1546302067
,165038466,1546302065,82423251,1546302058
,197073226,1546302096,148331980,1546302069
,62676063,1546302078,108165669,1546302080
,264828732,1546302071,176626315,1546302100
,51564287,1546302069,51235712,1546302059
,207873391,1546302075,82576558,1546302065
,149815856,1546302063,90139528,1546302077
,58704516,1546302063,73886676,1546302057
,43894381,1546302097,217150831,1546302085
,131351058,1546302078,29646740,1546302081
,404973637,1546302093,87178215,1546302073
,94059642,1546302070,202757218,1546302104
,30182865,1546302114,143467570,1546302069
,121869963,1546302085,84963239,1546302070
,149069136,1546302116,107647151,1546302057
,223365800,1546302068,41997472,1546302065
,66945822,1546302057,124734996,1546302075
,140847094,1546302139,26210230,1546302069
,107852011,1546302136,161537368,1546302058
,193642499,1546302057,125949662,1546302061
,120712334,1546302086,136148167,1546302063
,234606041,1546302084,243808095,1546302069
,97965272,1546302070,127617989,1546302109
,93954854,1546302108,38092636,1546302065
,40031945,1546302071,55602187,1546302058
,241833801,1546302101,86295349,1546302061
,208908198,1546302102,45117435,1546302058
,108055651,1546302107,172631564,1546302073
,104974011,1546302086,211914350,1546302060
,180530603,1546302070,202128086,1546302060
,58109276,1546302064,51222661,1546302061
,50962812,1546302059,113138659,1546302059
,181713286,1546302114,73563813,1546302088
,75362379,1546302070,91055259,1546302137
,65516477,1546302057,229717109,1546302062
,73190449,1546302095,8473957,1546302063
,273282046,1546302060,67149610,1546302068
,74695910,1546302084,24248817,1546302081
,76747469,1546302059,157493022,1546302060
,249655205,1546302058,47898661,1546302068
,157733066,1546302058,54295761,1546302131
,107480962,1546302138,48857430,1546302134
,173170412,1546302097,254878518,1546302067
,110580491,1546302092,216758250,1546302063
,153484320,1546302080,192498685,1546302059
,241897098,1546302061,51301931,1546302060
,274644312,1546302113,90327430,1546302086
,71061156,1546302057,162756795,1546302074
,255357268,1546302063,179061092,1546302096
,137378365,1546302096,51201821,1546302071
,86954841,1546302057,94901408,1546302085
,63760916,1546302058,3321083,1546302079
,20136919,1546302060,66509111,1546302058
,60922788,1546302069,220825625,1546302099
,76839497,1546302059,57858642,1546302086
,86030729,1546302071,199838797,1546302074
,185454026,1546302109,61834292,1546302062
,206638696,1546302062,32163946,1546302144
,218483424,1546302066,62915101,1546302066
,185256308,1546302095,18953796,1546302142
,47922429,1546302140,237473886,1546302086
,238431085,1546302070,160204231,1546302131
,247659456,1546302060,132306663,1546302068
,32182060,1546302057,196051151,1546302085
,137648158,1546302075,235573227,1546302066
,28439082,1546302057,45490264,1546302105
,216451118,1546302061,142691377,1546302133
,158087724,1546302077,195582962,1546302058
,136284934,1546302061,46216856,1546302058
,93063645,1546302057,129695176,1546302102
,198417174,1546302057,187555838,1546302059
,67102766,1546302129,104527994,1546302069
,74077771,1546302090,148588205,1546302081
,154576051,1546302062,127816164,1546302080
,232749013,1546302081,187478144,1546302061
,154285287,1546302082,226237631,1546302069
,64130099,1546302059,158150769,1546302076
,117142304,1546302065,248326413,1546302061
,115890535,1546302063,66097546,1546302057
,277094495,1546302112,22869793,1546302062
,53897269,1546302066,208746001,1546302079
,48774544,1546302063,118480331,1546302058
,151062084,1546302072,137839385,1546302067
,187480700,1546302062,249607348,1546302078
,128374110,1546302087,111979232,1546302104
,27439381,1546302057,110732300,1546302060
,71912510,1546302138,218913579,1546302065
,211043585,1546302094,214471036,1546302100
,123596753,1546302061,168476072,1546302088
,51651741,1546302086,54271358,1546302069
,229531010,1546302059,264656943,1546302087
,56849193,1546302107,212154042,1546302072
,82903416,1546302097,65498236,1546302057
,75276334,1546302085,185802681,1546302061
,187936860,1546302088,186218939,1546302058
,230792988,1546302087,215118189,1546302067
,76754538,1546302077,196744579,1546302061
,87383688,1546302058,8026509,1546302057
,142186074,1546302082,127849105,1546302090
,211100695,1546302089,264822304,1546302077
,197377679,1546302067,199975297,1546302139
,30218754,1546302120,194232393,1546302082
,50566173,1546302058,166620722,1546302109
,114007303,1546302081,159029232,1546302071
,31900624,1546302069,275448568,1546302096
,198664659,1546302131,45352043,1546302060
,51463704,1546302058,81151979,1546302058
,47553745,1546302070,45796987,1546302069
,131713922,1546302060,84560971,1546302060
,88991747,1546302063,225155046,1546302093
,75466642,1546302100,167137515,1546302113
,198247448,1546302084,158210636,1546302062
,145255808,1546302087,71665593,1546302083
,60160215,1546302141,177747448,1546302060
,75196442,1546302097,190638804,1546302091
,251062305,1546302095,28725934,1546302087
,217406475,1546302097,87523422,1546302068
,43932435,1546302112,161783997,1546302059
,98503984,1546302058,202157780,1546302070
,90579373,1546302078,240538594,1546302065
,170560185,1546302077,11466140,1546302078
,30302996,1546302058,152676113,1546302118
,43485393,1546302067,142863276,1546302059
,163821447,1546302067,82516270,1546302059
,199242545,1546302061,12335689,1546302080
,238951278,1546302059,153851784,1546302059
,29871858,1546302064,71813761,1546302060
,84841989,1546302069,67363703,1546302079
,263574323,1546302067,144592507,1546302076
,134978467,1546302071,38439615,1546302069
,184684271,1546302064,74442700,1546302059
,37439916,1546302097,137175422,1546302102
,75716803,1546302083,200117783,1546302068
,134518160,1546302058,235136187,1546302135
,202035142,1546302062,223883200,1546302081
,114469711,1546302063,121913208,1546302095
,206605677,1546302082,205481293,1546302134
