On March 14 2018  Ninja set a record for all time single player stream viewership while playing Fortnite with whom?,Winner Id 1,Winner ID 2,Voter ID 1 ,Voter ID 2
,210810091,1546329909,405711143,1546329925
,196158942,1546329975,206296672,1546329905
,106544301,1546329915,199218736,1546329912
,86140533,1546329979,53750076,1546329909
,145770925,1546329931,99112249,1546329924
,209615968,1546329908,41717984,1546329906
,100030563,1546329926,66595213,1546329936
,80326873,1546329944,209802476,1546329910
,118156937,1546329908,38796321,1546329912
,197032615,1546329924,204299528,1546329923
,23203601,1546329923,213757874,1546329968
,50347396,1546329937,203588649,1546329912
,104455793,1546329934,226434829,1546329935
,76952187,1546329938,224397207,1546329936
,26670895,1546329922,216669102,1546329969
,117003125,1546329917,184336337,1546329941
,196294497,1546329924,88018955,1546329933
,200089233,1546329905,108130983,1546329931
,264955797,1546329919,48657285,1546329914
,94255464,1546329952,107576184,1546329908
,29670156,1546329969,219438686,1546329904
,190020998,1546329923,180099021,1546329905
,153749034,1546329909,125214087,1546329966
,405604735,1546329920,207785440,1546329952
,76967643,1546329906,156513587,1546329981
,23062764,1546329918,162652432,1546329935
,47890029,1546329905,75474155,1546329914
,154010159,1546329982,225203535,1546329905
,68177605,1546329912,147467080,1546329910
,188978130,1546329902,81762317,1546329905
,152334014,1546329920,156152880,1546329943
,212554747,1546329903,174954124,1546329919
,145795736,1546329919,61106323,1546329923
,37460470,1546329922,245951140,1546329982
,131198469,1546329978,31545901,1546329906
,85199961,1546329920,206063361,1546329905
,163556581,1546329940,109140456,1546329911
,226168661,1546329919,400157535,1546329910
,113178100,1546329910,204768581,1546329932
,45911738,1546329967,120912085,1546329908
,84028297,1546329935,208338422,1546329926
,187257978,1546329947,222927345,1546329954
,41942062,1546329908,149355374,1546329927
,139601506,1546329905,50848136,1546329922
,125545795,1546329903,195798396,1546329921
,235864896,1546329935,47942853,1546329907
,200889932,1546329958,45534450,1546329902
,86189543,1546329905,224707249,1546329913
,60327569,1546329906,206636024,1546329917
,182464569,1546329930,244965051,1546329921
,197738704,1546329913,159238584,1546329910
,143637054,1546329903,70777157,1546329930
,40952772,1546329940,54336117,1546329907
,47370451,1546329947,405066322,1546329927
,39020490,1546329915,251969158,1546329950
,209082430,1546329909,29792507,1546329911
,197471388,1546329907,41504786,1546329906
,164382418,1546329967,76301181,1546329978
,186544671,1546329906,137233493,1546329936
,201743451,1546329970,48691141,1546329906
,268653348,1546329922,229609320,1546329937
,25605902,1546329902,99095374,1546329938
,197413812,1546329944,209393420,1546329933
,198829249,1546329927,175778333,1546329907
,206965500,1546329911,208353055,1546329901
,260351309,1546329902,128423135,1546329970
,230394111,1546329921,254743867,1546329951
,94822206,1546329927,135971106,1546329903
,100382163,1546329926,253422422,1546329970
,115267379,1546329906,142441691,1546329938
,149757953,1546329916,131673222,1546329911
,44695135,1546329961,43982413,1546329903
,221111164,1546329903,192193841,1546329926
,59129730,1546329948,221341102,1546329932
,40272588,1546329915,56131798,1546329906
,190936257,1546329906,174586261,1546329904
,142006702,1546329913,232759755,1546329961
,103588595,1546329931,96762339,1546329941
,248274561,1546329906,38184932,1546329932
,268458052,1546329929,170826708,1546329909
,183789263,1546329934,115100970,1546329936
,259148005,1546329918,68111361,1546329924
,164210240,1546329923,24025961,1546329926
,227402152,1546329905,35949298,1546329919
,93955097,1546329914,251637003,1546329963
,125999065,1546329939,141983652,1546329952
,268888855,1546329923,186746151,1546329921
,200040495,1546329913,152155629,1546329934
,166547611,1546329966,46889701,1546329916
,31632225,1546329931,201143512,1546329947
,46543338,1546329915,105020224,1546329943
,271137797,1546329969,195018791,1546329930
,205722964,1546329913,254167428,1546329952
,198385588,1546329911,120047802,1546329986
,405777015,1546329924,60851215,1546329904
,86504946,1546329913,197846392,1546329970
,202056823,1546329945,151660121,1546329936
,126870414,1546329914,153956466,1546329939
,154599691,1546329908,183616881,1546329943
,226710904,1546329907,77560464,1546329907
,48021499,1546329976,262052298,1546329933
,238254933,1546329905,216760922,1546329903
,80154319,1546329929,184361732,1546329939
,25684549,1546329904,251177103,1546329918
,233459776,1546329908,89153272,1546329905
,190571125,1546329920,190667785,1546329945
,53554458,1546329941,37869011,1546329936
,237381975,1546329929,61812452,1546329903
,184638466,1546329913,142448485,1546329934
,110503727,1546329920,205510639,1546329941
,107938310,1546329910,194476447,1546329932
,221542062,1546329941,204764024,1546329925
,219316725,1546329908,75291101,1546329905
,83730531,1546329930,181687912,1546329954
,213002942,1546329941,198396590,1546329904
,100279390,1546329927,20033234,1546329932
,151555229,1546329937,65925232,1546329908
,95812612,1546329926,106438030,1546329912
,190178240,1546329938,401322668,1546329907
,268341248,1546329979,277038429,1546329903
,208939551,1546329932,61998355,1546329936
,144712978,1546329936,21749003,1546329964
,53074247,1546329944,210720983,1546329944
,193959688,1546329906,193830478,1546329963
,81152597,1546329947,191314326,1546329925
,63120247,1546329929,208680915,1546329921
,221715514,1546329907,132262570,1546329938
,228541986,1546329925,209884421,1546329934
,201762620,1546329903,124994616,1546329964
,177262408,1546329907,192426646,1546329961
,69377055,1546329936,168800678,1546329915
,253351218,1546329943,92638232,1546329916
,133978341,1546329924,47262068,1546329941
,39476296,1546329922,102546677,1546329904
,214410957,1546329906,189913902,1546329930
,61614056,1546329959,42233560,1546329943
,36202044,1546329904,83198849,1546329941
,221367673,1546329953,193593375,1546329930
,205458085,1546329934,166846881,1546329919
,213035041,1546329925,249238185,1546329904
,405711143,1546329925,139457332,1546329906
,206296672,1546329905,116257346,1546329916
,199218736,1546329912,214864084,1546329906
,53750076,1546329909,136169686,1546329943
,99112249,1546329924,120323505,1546329930
,41717984,1546329906,136728647,1546329929
,66595213,1546329936,203093612,1546329916
,209802476,1546329910,75022651,1546329925
,38796321,1546329912,42612937,1546329959
,204299528,1546329923,77491930,1546329937
,213757874,1546329968,196156634,1546329936
,203588649,1546329912,52636745,1546329908
,226434829,1546329935,211062083,1546329904
,224397207,1546329936,69346519,1546329947
,216669102,1546329969,58668217,1546329907
,184336337,1546329941,56193826,1546329937
,88018955,1546329933,148587518,1546329915
,108130983,1546329931,25035179,1546329922
,48657285,1546329914,112277832,1546329903
,107576184,1546329908,1241227,1546329904
,219438686,1546329904,235839905,1546329903
,180099021,1546329905,175396930,1546329906
,125214087,1546329966,405864166,1546329938
,207785440,1546329952,404001470,1546329902
,156513587,1546329981,130809068,1546329984
,75474155,1546329914,112296932,1546329909
,225203535,1546329905,175732150,1546329978
,147467080,1546329910,62827195,1546329946
,81762317,1546329905,212220359,1546329918
,156152880,1546329943,156375834,1546329912
,174954124,1546329919,91347079,1546329930
,61106323,1546329923,240605525,1546329936
,245951140,1546329982,31779701,1546329924
,31545901,1546329906,139670707,1546329926
,206063361,1546329905,72250281,1546329909
,109140456,1546329911,128386329,1546329927
,204768581,1546329932,113151135,1546329903
,120912085,1546329908,142535058,1546329910
,208338422,1546329926,223409913,1546329904
,149355374,1546329927,59378298,1546329970
,50848136,1546329922,75781467,1546329930
,195798396,1546329921,72102882,1546329953
,47942853,1546329907,160669336,1546329908
,45534450,1546329902,145415495,1546329913
,224707249,1546329913,239531576,1546329929
,206636024,1546329917,187355036,1546329947
,244965051,1546329921,251689858,1546329951
,159238584,1546329910,150952797,1546329921
,70777157,1546329930,232001828,1546329906
,54336117,1546329907,277128017,1546329916
,405066322,1546329927,260829495,1546329906
,251969158,1546329950,69866165,1546329930
,29792507,1546329911,196834360,1546329907
,41504786,1546329906,113701985,1546329905
,76301181,1546329978,1384517,1546329907
,137233493,1546329936,79933408,1546329904
,48691141,1546329906,254851564,1546329913
,229609320,1546329937,40031078,1546329943
,99095374,1546329938,206528492,1546329915
,209393420,1546329933,207626268,1546329939
,175778333,1546329907,210720616,1546329946
,208353055,1546329901,268042193,1546329942
,254743867,1546329951,189314665,1546329948
,135971106,1546329903,146334350,1546329920
,253422422,1546329970,111890541,1546329912
,142441691,1546329938,182652676,1546329907
,131673222,1546329911,140683199,1546329944
,43982413,1546329903,62961145,1546329923
,192193841,1546329926,195608804,1546329937
,221341102,1546329932,93453525,1546329938
,56131798,1546329906,209622856,1546329952
,174586261,1546329904,125619377,1546329921
,96762339,1546329941,192322120,1546329983
,170826708,1546329909,113009827,1546329903
,115100970,1546329936,45699721,1546329935
,68111361,1546329924,160681394,1546329901
,24025961,1546329926,80327429,1546329968
,35949298,1546329919,184345888,1546329907
,141983652,1546329952,158823994,1546329905
,186746151,1546329921,91888313,1546329923
,152155629,1546329934,95942091,1546329945
,201143512,1546329947,40724707,1546329964
,46889701,1546329916,227262866,1546329929
,105020224,1546329943,187055106,1546329962
,195018791,1546329930,153375277,1546329981
,254167428,1546329952,220900717,1546329907
,120047802,1546329986,203559900,1546329915
,60851215,1546329904,36054330,1546329935
,197846392,1546329970,201126773,1546329920
,153956466,1546329939,204698529,1546329918
,151660121,1546329936,39566987,1546329927
,183616881,1546329943,102234393,1546329938
,77560464,1546329907,83990747,1546329938
,262052298,1546329933,253876892,1546329953
,216760922,1546329903,191570416,1546329919
,184361732,1546329939,113209734,1546329919
,251177103,1546329918,234223206,1546329939
,89153272,1546329905,88381605,1546329904
,190667785,1546329945,219261766,1546329911
,37869011,1546329936,210224599,1546329924
,61812452,1546329903,115456321,1546329922
,142448485,1546329934,214131687,1546329910
,205510639,1546329941,262515465,1546329954
,194476447,1546329932,63777422,1546329936
,204764024,1546329925,197783224,1546329971
,75291101,1546329905,55027374,1546329943
,181687912,1546329954,21975280,1546329904
,198396590,1546329904,210238516,1546329907
,20033234,1546329932,185286808,1546329930
,65925232,1546329908,116173757,1546329936
,106438030,1546329912,116675529,1546329967
,401322668,1546329907,158660890,1546329942
,277038429,1546329903,136337138,1546329946
,61998355,1546329936,405862888,1546329947
,21749003,1546329964,149006854,1546329940
,210720983,1546329944,161224302,1546329945
,193830478,1546329963,143121987,1546329902
,191314326,1546329925,134526023,1546329907
,208680915,1546329921,196317509,1546329937
,132262570,1546329938,91692915,1546329917
,209884421,1546329934,210231600,1546329956
,124994616,1546329964,164408652,1546329930
,192426646,1546329961,41123399,1546329949
,168800678,1546329915,82991869,1546329905
,92638232,1546329916,215963497,1546329918
,47262068,1546329941,164634725,1546329904
,102546677,1546329904,240364,1546329922
,189913902,1546329930,216197163,1546329913
,42233560,1546329943,213223310,1546329909
,83198849,1546329941,119117216,1546329948
,193593375,1546329930,31614586,1546329906
,166846881,1546329919,231091363,1546329940
,249238185,1546329904,39940682,1546329909
