What are the three animal statues scattered across Fortnite?,Winner ID 1,Winner ID 2,Voter ID 1,Voter ID 2
,113921584,1546322867,157785414,1546322874
,125034744,1546322860,65585343,1546322845
,195299952,1546322874,42340781,1546322840
,128097095,1546322836,41717984,1546322891
,118864048,1546322851,141956707,1546322844
,145793270,1546322856,203617618,1546322871
,181230078,1546322905,204299528,1546322894
,200234207,1546322876,109045895,1546322894
,200888880,1546322905,71822998,1546322851
,214621036,1546322888,216669102,1546322899
,122661288,1546322854,153415583,1546322840
,43812860,1546322864,93213771,1546322846
,54522416,1546322845,225246608,1546322873
,166258169,1546322848,200393641,1546322891
,404563984,1546322889,193761015,1546322847
,176528519,1546322904,141005350,1546322851
,48164469,1546322878,123255134,1546322840
,213137227,1546322891,69922143,1546322850
,54214876,1546322845,196049422,1546322890
,81414418,1546322889,199027519,1546322859
,89993938,1546322843,193466254,1546322840
,28491825,1546322899,127006707,1546322857
,56279874,1546322855,42926933,1546322851
,36058339,1546322910,72667466,1546322902
,36192253,1546322893,68715507,1546322873
,155270512,1546322845,80909402,1546322845
,197835632,1546322890,215342224,1546322870
,92235262,1546322862,194318759,1546322894
,180652592,1546322871,206063361,1546322867
,114685271,1546322848,32525773,1546322903
,188071266,1546322859,217430620,1546322865
,72998489,1546322841,161097776,1546322898
,204784216,1546322897,84154265,1546322844
,154812836,1546322862,41084647,1546322883
,157802810,1546322836,36660834,1546322855
,38074702,1546322883,145394803,1546322841
,74980327,1546322842,116815575,1546322856
,118748268,1546322836,97605110,1546322862
,402903541,1546322874,47942853,1546322902
,166042331,1546322887,39084895,1546322907
,43364076,1546322875,51262755,1546322895
,141678258,1546322859,30699689,1546322855
,118238105,1546322890,29754058,1546322847
,400724735,1546322889,185494465,1546322874
,207577449,1546322848,84916952,1546322835
,225108816,1546322841,87777220,1546322905
,39419794,1546322907,115785082,1546322843
,205035698,1546322874,405066322,1546322905
,37460378,1546322849,84800809,1546322857
,127129423,1546322904,41504786,1546322869
,135477024,1546322901,27846774,1546322877
,18850094,1546322859,48691141,1546322904
,44520217,1546322846,121368164,1546322861
,151568515,1546322874,99095374,1546322907
,144256553,1546322841,205484798,1546322897
,214987467,1546322867,221321804,1546322853
,155679874,1546322849,227101518,1546322876
,199103252,1546322860,208353055,1546322850
,267947231,1546322899,128423135,1546322868
,53988755,1546322848,135971106,1546322855
,238272630,1546322845,106148834,1546322898
,47063854,1546322900,213627888,1546322906
,127177895,1546322865,60770170,1546322890
,49800569,1546322844,123914316,1546322876
,216014836,1546322848,212445201,1546322838
,247712605,1546322884,129936077,1546322853
,404834542,1546322911,201930162,1546322904
,208378029,1546322840,43982413,1546322858
,190778057,1546322885,42380712,1546322866
,37271685,1546322854,221341102,1546322878
,219117442,1546322853,160043481,1546322889
,247016319,1546322909,56131798,1546322875
,239099578,1546322883,174586261,1546322855
,88642357,1546322839,45073602,1546322849
,39197382,1546322863,159486176,1546322894
,88811290,1546322885,69484414,1546322857
,269690447,1546322875,150360809,1546322899
,158746864,1546322839,32475623,1546322839
,169853562,1546322856,146523212,1546322891
,147951797,1546322849,130324370,1546322863
,51655544,1546322859,100297297,1546322878
,80412773,1546322838,114796142,1546322860
,120435561,1546322862,218790893,1546322875
,210810091,1546322886,38304304,1546322873
,250572643,1546322882,261021534,1546322854
,86140533,1546322846,27875836,1546322848
,167775162,1546322858,187329102,1546322895
,145667705,1546322842,206028934,1546322874
,47574527,1546322850,170826708,1546322862
,174878742,1546322848,230986037,1546322846
,204421128,1546322904,199123879,1546322846
,147040239,1546322838,146675176,1546322860
,198064457,1546322838,16264785,1546322908
,117003125,1546322877,437085,1546322845
,84485036,1546322852,49492479,1546322865
,39080142,1546322901,189210794,1546322904
,70671864,1546322869,139372544,1546322838
,146941507,1546322851,38558410,1546322886
,240868667,1546322901,241799992,1546322844
,230449472,1546322852,188422312,1546322889
,188118804,1546322911,237873488,1546322872
,133800509,1546322842,213635814,1546322841
,404443971,1546322893,116627603,1546322901
,252862299,1546322862,84376806,1546322857
,106082642,1546322848,45588329,1546322848
,128128912,1546322856,51830879,1546322861
,193245166,1546322860,239679474,1546322911
,405373872,1546322839,64134520,1546322859
,205640642,1546322874,38099173,1546322878
,174187112,1546322875,80758083,1546322898
,104463775,1546322870,29792203,1546322888
,405604735,1546322883,405113192,1546322869
,175646050,1546322868,66869908,1546322837
,201243996,1546322850,70563076,1546322895
,200069983,1546322901,159512850,1546322846
,78853888,1546322885,120047802,1546322861
,51955737,1546322873,29667898,1546322895
,162446436,1546322863,86491936,1546322906
,236590662,1546322846,23105753,1546322907
,131373074,1546322860,14372226,1546322863
,188978130,1546322889,71179620,1546322909
,228689622,1546322840,48553905,1546322862
,92370264,1546322856,41279553,1546322856
,30546261,1546322858,404333576,1546322880
,221220547,1546322859,152349721,1546322880
,125039176,1546322897,253286538,1546322904
,135101559,1546322874,100224574,1546322861
,174913083,1546322912,29059875,1546322868
,202804966,1546322866,198986859,1546322887
,113178100,1546322876,216760922,1546322837
,102075553,1546322859,241187262,1546322847
,77497369,1546322866,405851134,1546322878
,53388511,1546322884,116709761,1546322872
,53998766,1546322857,65391808,1546322843
,217392732,1546322858,168458156,1546322843
,236204681,1546322899,143496869,1546322853
,136504934,1546322836,239232031,1546322849
,231962182,1546322872,196979327,1546322883
,125545795,1546322904,122377011,1546322851
,207462800,1546322890,61812452,1546322860
,179604112,1546322869,64070469,1546322860
,171371704,1546322841,156042686,1546322906
,201175006,1546322847,148652209,1546322863
,37748506,1546322913,144146133,1546322843
,144178432,1546322874,63421544,1546322833
,38445927,1546322859,99793166,1546322900
,202624695,1546322896,75291101,1546322884
,47142165,1546322887,171244789,1546322857
,184188715,1546322884,163173809,1546322862
,43367053,1546322848,247503599,1546322894
,404867108,1546322843,20033234,1546322887
,263349569,1546322881,15030311,1546322889
,143637054,1546322838,203131952,1546322869
,134016400,1546322877,67165014,1546322876
,56371035,1546322896,28192421,1546322865
,10414216,1546322863,232653973,1546322906
,403885374,1546322857,129197565,1546322845
,46229105,1546322900,181388910,1546322899
,81486927,1546322902,26801707,1546322848
,178387812,1546322872,168800678,1546322850
,27631569,1546322878,107506866,1546322847
,114674172,1546322866,92802384,1546322894
,170586098,1546322884,217382763,1546322908
,273012562,1546322851,275575829,1546322839
,40986825,1546322845,100804741,1546322836
,31846509,1546322885,161794238,1546322843
,140632073,1546322910,241717082,1546322858
,121640150,1546322878,194173552,1546322869
,206965500,1546322873,235573030,1546322865
,194509325,1546322849,136169686,1546322877
,267190465,1546322870,280046756,1546322877
,260351309,1546322846,135949344,1546322838
,61507599,1546322856,136728647,1546322874
,130929905,1546322885,67267859,1546322897
,58694225,1546322851,75022651,1546322875
,115267379,1546322879,94319946,1546322846
,208487497,1546322872,24362829,1546322877
,143421422,1546322896,180488093,1546322858
,44695135,1546322851,127011463,1546322874
,242323868,1546322880,90116964,1546322852
,49583113,1546322907,89158350,1546322897
,90698117,1546322837,56955132,1546322867
,32550354,1546322853,158904426,1546322840
,43951441,1546322882,148587518,1546322887
,135528447,1546322846,128151364,1546322879
,57416361,1546322885,115076175,1546322842
,182668287,1546322857,238753395,1546322864
,49271177,1546322862,60903554,1546322877
,86025913,1546322886,27587268,1546322856
,259148005,1546322884,163707892,1546322893
,155780192,1546322860,143423887,1546322851
,58744002,1546322864,130809068,1546322869
,143219881,1546322889,116886531,1546322872
,405598824,1546322844,168459734,1546322858
,268888855,1546322869,156611089,1546322894
,86899671,1546322860,104889041,1546322896
,66689578,1546322835,66031884,1546322889
,200040495,1546322839,190815564,1546322888
,107509366,1546322866,138352097,1546322853
,46543338,1546322871,103068007,1546322838
,82443978,1546322862,62827195,1546322841
,205722964,1546322899,124995125,1546322900
,191566324,1546322848,37155555,1546322912
,251119001,1546322851,86234217,1546322878
,405777015,1546322872,64876554,1546322891
,24181149,1546322877,401468316,1546322879
,211935357,1546322873,239771790,1546322853
,238254933,1546322893,200875949,1546322898
,169663321,1546322840,39944281,1546322845
,178177752,1546322893,153939403,1546322852
,90205362,1546322841,101161304,1546322867
,150030916,1546322910,92235896,1546322857
,205543934,1546322892,72250281,1546322884
,25684549,1546322886,32816357,1546322891
,109253900,1546322895,128386329,1546322854
,58591339,1546322896,95651493,1546322853
,138569501,1546322843,223409913,1546322866
,137580889,1546322863,226419115,1546322887
,109835550,1546322863,68287790,1546322881
,196168838,1546322856,88333506,1546322857
,92012665,1546322885,45031302,1546322839
,169573019,1546322847,110035958,1546322858
,231280913,1546322886,43492589,1546322850
,159065599,1546322903,27483595,1546322863
,211599520,1546322846,277128017,1546322868
,214803390,1546322897,218364893,1546322894
,106556782,1546322843,142302448,1546322865
,92353637,1546322865,123158631,1546322896
,222454783,1546322878,196834360,1546322862
,73520699,1546322911,149581454,1546322902
,36040347,1546322839,201981294,1546322865
,141043202,1546322891,1384517,1546322859
,54449333,1546322846,98382266,1546322867
,154080379,1546322865,197051465,1546322885
,233368456,1546322852,184978075,1546322882
,238098100,1546322854,79933408,1546322848
,95812612,1546322912,127468053,1546322851
,122914464,1546322855,206528492,1546322868
,190178240,1546322887,265348246,1546322888
,213099854,1546322893,240602895,1546322836
,242011111,1546322841,133344617,1546322881
,208939551,1546322850,29762482,1546322857
,37799288,1546322852,243233161,1546322882
,53192275,1546322874,183404086,1546322848
,140550297,1546322883,277539061,1546322844
,228541986,1546322907,133662738,1546322861
,252073900,1546322857,80621499,1546322896
,201762620,1546322847,125334371,1546322837
,243749184,1546322891,51923759,1546322852
,227209790,1546322868,113009827,1546322838
,21643903,1546322859,279378919,1546322849
,203798685,1546322884,276501550,1546322901
,39476296,1546322889,167360323,1546322860
,211680254,1546322846,207300318,1546322842
,216170878,1546322874,236140214,1546322898
,61614056,1546322856,27251984,1546322887
,36202044,1546322850,158823994,1546322840
,80806816,1546322891,103235067,1546322878
,186230902,1546322879,86002381,1546322894
,127081681,1546322859,168973184,1546322874
,22333579,1546322897,156607259,1546322847
,216441457,1546322867,58277777,1546322883
,158842263,1546322877,40724707,1546322859
,36608638,1546322880,142806611,1546322858
,206296672,1546322853,146617125,1546322875
,109270876,1546322906,69775719,1546322873
,264736255,1546322837,90710787,1546322888
,199218736,1546322899,154206834,1546322869
,277600299,1546322870,51383378,1546322883
,71074646,1546322843,205138370,1546322846
,157785414,1546322874,80278169,1546322863
,65585343,1546322845,170161768,1546322912
,42340781,1546322840,89162670,1546322911
,41717984,1546322891,117022206,1546322902
,141956707,1546322844,51850243,1546322864
,203617618,1546322871,36161408,1546322858
,109045895,1546322894,207578652,1546322888
,71822998,1546322851,171700224,1546322880
,216669102,1546322899,148572446,1546322846
,153415583,1546322840,203974715,1546322886
,93213771,1546322846,160938657,1546322869
,225246608,1546322873,260741703,1546322885
,200393641,1546322891,226145105,1546322856
,193761015,1546322847,90713917,1546322862
,141005350,1546322851,178609657,1546322906
,69922143,1546322850,149679246,1546322842
,196049422,1546322890,84045520,1546322867
,199027519,1546322859,47223099,1546322853
,193466254,1546322840,39943992,1546322889
,127006707,1546322857,200354261,1546322868
,42926933,1546322851,145145522,1546322889
,68715507,1546322873,87309455,1546322857
,215342224,1546322870,185286808,1546322854
,194318759,1546322894,403736444,1546322857
,206063361,1546322867,85716206,1546322848
,32525773,1546322903,73608338,1546322858
,217430620,1546322865,254483277,1546322846
,161097776,1546322898,160832096,1546322856
,84154265,1546322844,136337138,1546322852
,145394803,1546322841,43712415,1546322859
,97605110,1546322862,125861056,1546322863
,47942853,1546322902,35671955,1546322864
,39084895,1546322907,161224302,1546322850
,51262755,1546322895,69075582,1546322896
,30699689,1546322855,167080072,1546322905
,29754058,1546322847,115909755,1546322892
,185494465,1546322874,57762998,1546322891
,84916952,1546322835,134526023,1546322869
,87777220,1546322905,246052848,1546322875
,115785082,1546322843,124586873,1546322858
,405066322,1546322905,32392204,1546322846
,84800809,1546322857,91692915,1546322899
,41504786,1546322869,29929061,1546322862
,27846774,1546322877,164634725,1546322892
,48691141,1546322904,159257713,1546322907
,121368164,1546322861,195742655,1546322881
,205484798,1546322897,125530675,1546322871
,221321804,1546322853,226252320,1546322849
,175778333,1546322912,148327035,1546322861
,227101518,1546322876,133926836,1546322870
,208353055,1546322850,31614586,1546322847
,128423135,1546322868,171003059,1546322859
,135971106,1546322855,81194428,1546322855
,106148834,1546322898,57324821,1546322848
,60770170,1546322890,39940682,1546322896
,212445201,1546322838,213307290,1546322899
,43982413,1546322858,147576595,1546322911
,42380712,1546322866,47396428,1546322866
,221341102,1546322878,42434461,1546322871
,160043481,1546322889,130168557,1546322874
,56131798,1546322875,94942494,1546322857
,174586261,1546322855,227797790,1546322853
,45073602,1546322849,131019026,1546322850
,159486176,1546322894,30968083,1546322852
,69484414,1546322857,401065590,1546322861
,150360809,1546322899,36183312,1546322858
,32475623,1546322839,276504150,1546322894
,146523212,1546322891,161548594,1546322858
,130324370,1546322863,143670495,1546322860
,100297297,1546322878,56463697,1546322886
,114796142,1546322860,86999184,1546322845
,38304304,1546322873,46155827,1546322846
,261021534,1546322854,121471193,1546322886
,27875836,1546322848,241431548,1546322870
,187329102,1546322895,188560173,1546322868
,206028934,1546322874,100043352,1546322842
,170826708,1546322862,275385194,1546322841
,230986037,1546322846,157497326,1546322840
,199123879,1546322846,128184509,1546322864
,146675176,1546322860,178807332,1546322874
,16264785,1546322908,125010885,1546322864
,437085,1546322845,220234890,1546322879
,189210794,1546322904,184858471,1546322847
,139372544,1546322838,21629686,1546322858
,241799992,1546322844,8868969,1546322872
,237873488,1546322872,215154731,1546322898
,213635814,1546322841,45049252,1546322837
,116627603,1546322901,128820779,1546322898
,84376806,1546322857,140631960,1546322845
,45588329,1546322848,213616743,1546322910
,51830879,1546322861,249858043,1546322884
,239679474,1546322911,203049999,1546322854
,64134520,1546322859,147899347,1546322868
,38099173,1546322878,114066148,1546322863
,29792203,1546322888,200162812,1546322873
,405113192,1546322869,110565659,1546322909
,66869908,1546322837,40512725,1546322901
,70563076,1546322895,39673902,1546322894
,159512850,1546322846,166014436,1546322912
,86491936,1546322906,263614157,1546322868
,23105753,1546322907,231552192,1546322912
,14372226,1546322863,127258026,1546322839
,48553905,1546322862,79861631,1546322836
,404333576,1546322880,231637595,1546322889
,152349721,1546322880,53474082,1546322845
,100224574,1546322861,132876890,1546322873
,29059875,1546322868,173594857,1546322876
,198986859,1546322887,38058025,1546322854
,216760922,1546322837,23385614,1546322844
,241187262,1546322847,195630751,1546322843
,405851134,1546322878,129133839,1546322868
,116709761,1546322872,91067389,1546322876
,65391808,1546322843,223087445,1546322860
,168458156,1546322843,120008990,1546322849
,126632265,1546322913,200997212,1546322840
,143496869,1546322853,263681501,1546322879
,239232031,1546322849,111093620,1546322911
,196979327,1546322883,251729823,1546322895
,122377011,1546322851,163537489,1546322861
,64070469,1546322860,192945444,1546322852
,156042686,1546322906,253854810,1546322902
,148652209,1546322863,189656370,1546322856
,63421544,1546322833,404626226,1546322902
,99793166,1546322900,205515870,1546322863
,75291101,1546322884,94480548,1546322876
,171244789,1546322857,26502100,1546322852
,163173809,1546322862,130656151,1546322848
,20033234,1546322887,177317878,1546322854
,15030311,1546322889,76852150,1546322897
,203131952,1546322869,207198693,1546322879
,125364406,1546322912,184116747,1546322852
,232653973,1546322906,139595965,1546322864
,129197565,1546322845,82722303,1546322910
,181388910,1546322899,117116100,1546322869
,26801707,1546322848,404536096,1546322870
,168800678,1546322850,111276834,1546322893
,107506866,1546322847,107850236,1546322900
,92802384,1546322894,74526007,1546322893
,100804741,1546322836,54466862,1546322843
,161794238,1546322843,224149010,1546322858
,235573030,1546322865,24189943,1546322902
,136169686,1546322877,21665375,1546322867
,280046756,1546322877,116851923,1546322862
,135949344,1546322838,106520248,1546322849
,136728647,1546322874,88745668,1546322859
,67267859,1546322897,81496933,1546322865
,75022651,1546322875,216987530,1546322847
,65944869,1546322912,53019933,1546322844
,94319946,1546322846,205600177,1546322864
,24362829,1546322877,92028046,1546322874
,180488093,1546322858,58606360,1546322855
,127011463,1546322874,25381136,1546322894
,90116964,1546322852,134198580,1546322843
,89158350,1546322897,61406020,1546322900
,56955132,1546322867,129517601,1546322889
,158904426,1546322840,53322412,1546322895
,128151364,1546322879,127210473,1546322845
,115076175,1546322842,46583922,1546322841
,27587268,1546322856,172673468,1546322868
,163707892,1546322893,44023748,1546322899
,143423887,1546322851,206675849,1546322904
,130809068,1546322869,87322260,1546322844
,116886531,1546322872,82657177,1546322848
,168459734,1546322858,24295077,1546322850
,156611089,1546322894,144705098,1546322838
,104889041,1546322896,75676243,1546322840
,190815564,1546322888,53962644,1546322840
,103068007,1546322838,205396251,1546322867
,62827195,1546322841,188922496,1546322847
,124995125,1546322900,175388525,1546322853
,86234217,1546322878,57904212,1546322889
,64876554,1546322891,32271186,1546322859
,401468316,1546322879,36721342,1546322852
,239771790,1546322853,98369616,1546322867
,39944281,1546322845,79354190,1546322850
,153939403,1546322852,103485968,1546322871
,92235896,1546322857,24722912,1546322888
,72250281,1546322884,45695307,1546322836
,32816357,1546322891,101620047,1546322880
,128386329,1546322854,26105664,1546322837
,95651493,1546322853,206750922,1546322886
,223409913,1546322866,57675639,1546322847
,226419115,1546322887,42432533,1546322873
,88333506,1546322857,39220780,1546322884
,45031302,1546322839,71551892,1546322879
,43492589,1546322850,252452847,1546322894
,27483595,1546322863,197053493,1546322839
,218364893,1546322894,258186505,1546322849
,142302448,1546322865,213674831,1546322859
,123158631,1546322896,32366085,1546322903
,196834360,1546322862,61311078,1546322908
,144522361,1546322911,40434126,1546322847
,149581454,1546322902,179312132,1546322881
,201981294,1546322865,171583013,1546322911
,1384517,1546322859,197813053,1546322873
,98382266,1546322867,26798939,1546322857
,197051465,1546322885,175839553,1546322891
,79933408,1546322848,210361961,1546322894
,206528492,1546322868,96020858,1546322863
,265348246,1546322888,262311585,1546322905
,29762482,1546322857,104323956,1546322867
,188119656,1546322911,108010041,1546322872
,243233161,1546322882,79653119,1546322858
,183404086,1546322848,157689632,1546322877
,277539061,1546322844,76232695,1546322852
,133662738,1546322861,51495848,1546322866
,80621499,1546322896,73759975,1546322913
,125334371,1546322837,214820359,1546322885
,51923759,1546322852,144820972,1546322865
,113009827,1546322838,39456336,1546322842
,279378919,1546322849,89030055,1546322867
,123431552,1546322914,28456690,1546322846
,207300318,1546322842,25271205,1546322866
,236140214,1546322898,11547500,1546322901
,27251984,1546322887,187015909,1546322904
,158823994,1546322840,172903897,1546322848
,103235067,1546322878,112406340,1546322852
,86002381,1546322894,208867267,1546322893
,168973184,1546322874,104107137,1546322839
,156607259,1546322847,141810682,1546322896
,58277777,1546322883,75768377,1546322898
,40724707,1546322859,37288235,1546322859
,142806611,1546322858,87976760,1546322839
,146617125,1546322875,139747117,1546322856
,69775719,1546322873,89618312,1546322840
,90710787,1546322888,24942475,1546322907
,154206834,1546322869,134131954,1546322873
,51383378,1546322883,200268887,1546322859
,205138370,1546322846,56389630,1546322899
,80278169,1546322863,74096672,1546322898
,170161768,1546322912,180457543,1546322865
,89162670,1546322911,102580824,1546322853
,51850243,1546322864,231270999,1546322883
,36161408,1546322858,199740155,1546322899
,207578652,1546322888,199695044,1546322868
,148572446,1546322846,182741194,1546322850
,203974715,1546322886,219983280,1546322845
,160938657,1546322869,112764749,1546322896
,64326765,1546322911,201071474,1546322851
,260741703,1546322885,135958316,1546322838
,226145105,1546322856,146667809,1546322887
,90713917,1546322862,61605839,1546322843
,149679246,1546322842,228289277,1546322898
,84045520,1546322867,51595619,1546322862
,47223099,1546322853,193990696,1546322840
,39943992,1546322889,44614289,1546322848
,200354261,1546322868,16234007,1546322846
,145145522,1546322889,180508408,1546322856
,87309455,1546322857,157490777,1546322899
,185286808,1546322854,141721448,1546322854
,403736444,1546322857,215719912,1546322895
,85716206,1546322848,227384233,1546322893
,73608338,1546322858,139296905,1546322856
,254483277,1546322846,63167397,1546322871
,43712415,1546322859,75893738,1546322851
,125861056,1546322863,89034287,1546322840
,35671955,1546322864,44855431,1546322842
