What was the first 'vehicle' introduced to Fortnite?,Winner ID 1,Winner ID 2,VOTER ID 1,Voter ID 2
,179553375,1546294294,217717102,1546294372
,236174520,1546294294,199847459,1546294295
,64640645,1546294322,226688323,1546294370
,405582673,1546294337,192051760,1546294296
,141614537,1546294298,65029797,1546294293
,102590416,1546294356,133821129,1546294304
,100521544,1546294346,64405963,1546294375
,140279675,1546294313,162096297,1546294305
,208176655,1546294293,156051036,1546294308
,162403809,1546294341,117000185,1546294318
,120383641,1546294332,230417728,1546294303
,28335871,1546294333,71420237,1546294318
,175074667,1546294306,202454454,1546294294
,195250293,1546294293,75834167,1546294333
,12231262,1546294294,28907076,1546294299
,238456191,1546294294,200712780,1546294325
,140902688,1546294335,29088092,1546294304
,223673819,1546294353,187566768,1546294312
,220199574,1546294327,237140685,1546294296
,253629825,1546294342,191570494,1546294354
,69088320,1546294307,115960358,1546294317
,31116021,1546294315,214840222,1546294307
,159843425,1546294302,94954463,1546294295
,169663321,1546294302,125849748,1546294340
,45487569,1546294297,100761619,1546294312
,58591339,1546294298,404472090,1546294341
,190571125,1546294342,161670953,1546294337
,259494740,1546294332,165563822,1546294293
,110503727,1546294353,108683214,1546294298
,157817508,1546294348,156295672,1546294356
,195271069,1546294301,237780530,1546294295
,172116290,1546294309,165103366,1546294351
,57758821,1546294342,210405664,1546294320
,86182853,1546294311,85083093,1546294302
,42112293,1546294364,87945603,1546294324
,111651633,1546294293,250062116,1546294339
,28824128,1546294359,138515210,1546294331
,36040347,1546294350,173315039,1546294307
,107503788,1546294295,169513371,1546294298
,184260390,1546294296,59684308,1546294307
,262628950,1546294330,161932171,1546294300
,114476988,1546294325,212308444,1546294294
,180519610,1546294303,27007260,1546294309
,112169322,1546294343,65975106,1546294367
,61606961,1546294293,85740007,1546294340
,90866722,1546294298,205886650,1546294355
,133103684,1546294375,217686810,1546294307
,82202267,1546294308,136682206,1546294354
,152458117,1546294296,95718870,1546294336
,26927092,1546294299,236664552,1546294374
,119674987,1546294292,205046008,1546294334
,35604536,1546294306,245785828,1546294298
,39476296,1546294293,402853190,1546294294
,211680254,1546294296,148415955,1546294313
,51341927,1546294341,71317931,1546294336
,36202044,1546294307,120282755,1546294325
,127081681,1546294308,141865375,1546294296
,405110976,1546294295,48459557,1546294344
,36608638,1546294299,27816631,1546294294
,153762093,1546294316,193299394,1546294312
,171878879,1546294314,116906881,1546294376
,266432365,1546294325,23738495,1546294322
,43324878,1546294335,212300238,1546294297
,43470872,1546294337,197223943,1546294340
,167658180,1546294317,256892507,1546294294
,40041695,1546294314,49436492,1546294313
,119152733,1546294316,42232567,1546294368
,147336177,1546294298,79286712,1546294300
,44797419,1546294319,203225733,1546294318
,204299528,1546294334,43214383,1546294302
,401873514,1546294361,155536392,1546294338
,155329693,1546294294,183389853,1546294316
,224397207,1546294325,100720776,1546294308
,240122274,1546294329,75444330,1546294331
,210375784,1546294297,57994233,1546294294
,116181310,1546294357,198993911,1546294308
,44351362,1546294353,199289751,1546294341
,141005350,1546294313,199115480,1546294317
,232210592,1546294307,123896346,1546294297
,47031016,1546294295,64845706,1546294310
,257942582,1546294303,39991140,1546294311
,200927108,1546294335,99830720,1546294323
,133069709,1546294343,114724740,1546294297
,189989945,1546294308,207553571,1546294364
,242669085,1546294322,228208052,1546294363
,73219625,1546294318,129051232,1546294295
,86136391,1546294304,181474267,1546294308
,124050315,1546294298,48832218,1546294323
,68446310,1546294327,123170647,1546294323
,247782803,1546294324,196676305,1546294317
,21027665,1546294339,60031146,1546294298
,61106323,1546294296,59866046,1546294347
,88695023,1546294294,37361789,1546294352
,55939780,1546294338,244053230,1546294318
,212557512,1546294294,25282375,1546294297
,76931250,1546294314,224848832,1546294353
,110808791,1546294326,65342967,1546294360
,120912085,1546294299,86462685,1546294322
,59350918,1546294319,39473616,1546294332
,95102709,1546294319,133987053,1546294325
,405764693,1546294332,253178048,1546294320
,155369403,1546294293,43620953,1546294318
,233123830,1546294308,97074445,1546294294
,266641118,1546294337,21739376,1546294319
,145394803,1546294316,106805177,1546294296
,201164606,1546294337,71641394,1546294341
,51367386,1546294297,135715117,1546294318
,97605110,1546294296,80492076,1546294337
,184666994,1546294372,33146229,1546294335
,405559744,1546294367,401212475,1546294301
,143199051,1546294332,135730703,1546294296
,182209637,1546294319,127455672,1546294342
,7595307,1546294330,94522332,1546294297
,52264684,1546294323,61688123,1546294297
,141495360,1546294306,213911641,1546294293
,41567997,1546294322,164224706,1546294322
,224643020,1546294321,42895751,1546294307
,30799110,1546294352,143145977,1546294374
,48691141,1546294298,90182002,1546294356
,161015604,1546294322,92200271,1546294293
,180387323,1546294327,93499864,1546294362
,174229502,1546294306,59510777,1546294326
,44978929,1546294305,25807228,1546294320
,183836684,1546294313,201979747,1546294298
,102930471,1546294330,108835694,1546294374
,91946135,1546294316,217826865,1546294306
,18068520,1546294314,90875095,1546294296
,205276946,1546294372,124373215,1546294298
,154535096,1546294311,161035980,1546294364
,91811119,1546294321,154199591,1546294310
,114681024,1546294337,208285133,1546294355
,1700888,1546294362,130393490,1546294316
,182741008,1546294316,60703281,1546294339
,193175060,1546294300,156168136,1546294363
,210510832,1546294312,40367278,1546294293
,197242002,1546294350,90876295,1546294293
,256056242,1546294315,107487615,1546294330
,201181378,1546294305,44368790,1546294300
,217537416,1546294324,130001931,1546294297
,55108656,1546294332,45792416,1546294294
,199826400,1546294297,81738448,1546294316
,202116268,1546294356,98690004,1546294305
,250011430,1546294322,177948441,1546294323
,11340232,1546294319,136293435,1546294354
,147963046,1546294332,71347833,1546294316
,96762339,1546294300,264828732,1546294306
,115291017,1546294300,54035877,1546294353
,115008915,1546294341,266690330,1546294300
,134198843,1546294295,52578951,1546294343
,146668502,1546294322,19817696,1546294330
,139939177,1546294329,170559542,1546294346
,103846338,1546294328,265413837,1546294344
,196009014,1546294308,404973637,1546294343
,22614250,1546294325,147565799,1546294295
,84621530,1546294297,136350320,1546294341
,139372544,1546294295,121869963,1546294324
,140247114,1546294329,166502313,1546294301
,241799992,1546294348,80102066,1546294321
,209983255,1546294294,107852011,1546294293
,190311175,1546294293,120712334,1546294299
,116627603,1546294299,173687974,1546294304
,98085287,1546294332,195253419,1546294339
,158509770,1546294351,30606334,1546294339
,42685828,1546294305,405279732,1546294293
,191531929,1546294329,82618311,1546294331
,162750725,1546294294,58109276,1546294301
,38099173,1546294298,75362379,1546294362
,212174546,1546294292,188223412,1546294323
,226895469,1546294340,273282046,1546294363
,108132328,1546294309,197233953,1546294312
,221356918,1546294313,20574590,1546294355
,8481786,1546294314,58636950,1546294293
,41354831,1546294296,161815764,1546294306
,99411352,1546294311,100710178,1546294326
,97611762,1546294316,241897098,1546294311
,197846392,1546294315,31848098,1546294343
,214860934,1546294335,192932543,1546294294
,59962042,1546294308,137378365,1546294305
,36615075,1546294305,77864234,1546294326
,153589256,1546294293,208141504,1546294327
,174077282,1546294329,39365627,1546294332
,76024128,1546294368,91803073,1546294295
,203471595,1546294307,63760916,1546294295
,52272018,1546294295,88235085,1546294294
,198986859,1546294315,20136919,1546294362
,84006367,1546294295,215749663,1546294327
,216760922,1546294306,60922788,1546294307
,120276006,1546294319,255285364,1546294347
,46132044,1546294309,153517844,1546294306
,166198912,1546294352,192189537,1546294335
,199378149,1546294293,218483424,1546294348
,209430327,1546294295,59821443,1546294296
,78474970,1546294373,51216971,1546294351
,25621039,1546294295,132770837,1546294328
,245002285,1546294326,127990925,1546294328
,151508858,1546294298,195934526,1546294325
,37869011,1546294337,138687974,1546294301
,150091188,1546294305,53702252,1546294347
,215991967,1546294338,98924070,1546294376
,155484954,1546294322,241939445,1546294355
,227216937,1546294319,178071569,1546294299
,136912637,1546294294,83543563,1546294293
,75291101,1546294295,216451118,1546294340
,205058992,1546294319,68554847,1546294294
,69195178,1546294317,277189698,1546294358
,201045828,1546294297,99902470,1546294297
,159984290,1546294310,168568842,1546294313
,176215715,1546294361,39853103,1546294318
,138082865,1546294311,31019100,1546294296
,120757930,1546294358,149339650,1546294329
,401322668,1546294349,40607397,1546294302
,123906369,1546294328,154576051,1546294345
,45894043,1546294311,9573331,1546294346
,202609336,1546294314,27522036,1546294302
,72885540,1546294302,186017966,1546294296
,44361382,1546294309,78657116,1546294308
,120698915,1546294318,64130099,1546294305
,182844674,1546294316,115890535,1546294306
,232517944,1546294350,116481553,1546294293
,26649967,1546294298,177201980,1546294346
,204008158,1546294331,55317375,1546294327
,59176347,1546294323,276470438,1546294326
,102546677,1546294325,53897269,1546294292
,217382763,1546294367,48774544,1546294298
,6837226,1546294294,53248921,1546294295
,268549675,1546294330,187480700,1546294290
,241717082,1546294328,99843598,1546294358
,101322326,1546294307,224433569,1546294374
,135949344,1546294301,213291605,1546294343
,278107503,1546294356,71011194,1546294373
,212779813,1546294293,50477994,1546294334
,22563307,1546294347,147182782,1546294301
,167467642,1546294312,25851626,1546294325
,116341974,1546294299,112609489,1546294294
,44968350,1546294379,229531010,1546294335
,79390426,1546294293,220530294,1546294300
,86801149,1546294295,143476208,1546294321
,82938910,1546294326,56849193,1546294295
,55151540,1546294294,146520699,1546294298
,48835407,1546294309,259058044,1546294348
,401201527,1546294376,280673638,1546294322
,165698212,1546294325,405758181,1546294323
,160445511,1546294321,30218754,1546294295
,50759218,1546294341,82189103,1546294296
,166415931,1546294302,169532012,1546294301
,113723207,1546294350,212494229,1546294324
,403077429,1546294296,140629944,1546294355
,204400464,1546294292,62989667,1546294308
,231211120,1546294317,258778215,1546294367
,103068007,1546294330,24360135,1546294320
,124995125,1546294322,404617860,1546294341
,138335597,1546294297,229422292,1546294335
,50076457,1546294363,198247448,1546294321
,246793196,1546294292,243847444,1546294295
,156375834,1546294323,87867510,1546294342
,166200632,1546294305,207385463,1546294337
,26206508,1546294322,174579218,1546294357
,150038476,1546294332,274284386,1546294314
,200877638,1546294307,43932435,1546294298
,63830895,1546294305,264075221,1546294305
,239771790,1546294293,199242545,1546294334
,190777144,1546294299,51314980,1546294339
,129886732,1546294293,238951278,1546294323
,108823963,1546294300,405756650,1546294316
,31779701,1546294293,104033418,1546294342
,196487140,1546294337,29871858,1546294360
,215910026,1546294320,263574323,1546294340
,38583514,1546294303,45698099,1546294373
,254078874,1546294337,187913230,1546294333
,114133512,1546294307,134518160,1546294292
,68287790,1546294360,229443553,1546294299
,202351076,1546294366,114469711,1546294337
,195634836,1546294358,405621015,1546294343
,31528400,1546294296,170535501,1546294363
,218545098,1546294354,83778373,1546294343
,179565160,1546294301,76501938,1546294339
,145117513,1546294301,58592096,1546294312
,254708091,1546294354,125846606,1546294310
,59262825,1546294334,194836561,1546294331
,231953642,1546294355,53471973,1546294310
,255335843,1546294317,404069698,1546294327
,225795730,1546294348,155783951,1546294300
,158483762,1546294333,59612846,1546294297
,56592408,1546294296,179043404,1546294336
,83777355,1546294310,89519462,1546294304
,184978075,1546294301,66620981,1546294353
,142638000,1546294300,190942471,1546294314
,176946133,1546294296,183827087,1546294327
,103833511,1546294371,211999313,1546294323
,133635642,1546294296,186155889,1546294342
,227995902,1546294315,111552340,1546294318
,39460429,1546294297,234810059,1546294315
,197902301,1546294300,108552251,1546294370
,96249222,1546294355,51011231,1546294342
,230286292,1546294372,115189970,1546294296
,234431911,1546294295,74255850,1546294295
,246285842,1546294321,201887262,1546294301
,96991032,1546294340,246248456,1546294294
,42525736,1546294319,276384568,1546294351
,203811453,1546294303,156873383,1546294314
,279290545,1546294316,48567306,1546294311
,92159311,1546294338,110740895,1546294343
,209425220,1546294295,88724631,1546294334
,112743274,1546294293,103633049,1546294296
,167080434,1546294332,43002489,1546294299
,27612791,1546294309,189331002,1546294301
,235546264,1546294322,46831813,1546294315
,51088613,1546294304,207553994,1546294298
,24421047,1546294306,147842661,1546294352
,69811031,1546294368,41510955,1546294324
,277539061,1546294295,402728972,1546294298
,48501132,1546294293,53795761,1546294295
,169122778,1546294373,72861483,1546294298
,214535160,1546294343,146436232,1546294298
,214326423,1546294307,45033834,1546294319
,119488349,1546294293,405771506,1546294336
,12520353,1546294301,59296858,1546294318
,276501550,1546294364,247887834,1546294321
,94423901,1546294317,182480142,1546294365
,184345888,1546294315,78835527,1546294307
,207300318,1546294320,225160407,1546294344
,101537226,1546294373,89795630,1546294336
,46097569,1546294295,131150625,1546294290
,160934156,1546294292,102856447,1546294319
,156607259,1546294318,48808018,1546294334
,113249004,1546294293,108824966,1546294303
,272814113,1546294292,22754298,1546294301
,52226536,1546294301,29563570,1546294321
,80278169,1546294299,87100465,1546294303
,204350590,1546294297,237896912,1546294366
,52534871,1546294293,121902735,1546294365
,252497714,1546294336,43265453,1546294317
,221550046,1546294351,172923587,1546294293
,55943152,1546294295,68481435,1546294314
,211842249,1546294315,88066535,1546294317
,209013895,1546294313,260304499,1546294336
,405545994,1546294306,66430668,1546294334
,154044967,1546294305,140143626,1546294371
,58019909,1546294304,256799326,1546294365
,109266289,1546294340,44179879,1546294365
,210555425,1546294300,205618110,1546294314
,27759190,1546294361,232707451,1546294301
,103499017,1546294301,231508185,1546294346
,105481667,1546294327,256581273,1546294316
,186509114,1546294332,186536182,1546294338
,110895770,1546294293,35762240,1546294315
,200298696,1546294325,97262709,1546294323
,43609537,1546294341,43145043,1546294324
,61931822,1546294294,75381740,1546294340
,50439072,1546294350,115275903,1546294319
,157284617,1546294303,207706143,1546294301
,270943133,1546294347,65993336,1546294295
,208961800,1546294344,402356844,1546294354
,181451730,1546294356,48196263,1546294293
,58903889,1546294314,126530885,1546294371
,51695368,1546294295,75168996,1546294294
,57530463,1546294294,142885624,1546294356
,160958302,1546294337,37633193,1546294293
,68902826,1546294364,223684500,1546294333
,58678486,1546294364,277073280,1546294357
,91692915,1546294320,72299694,1546294298
,98062601,1546294298,196782298,1546294305
,102936985,1546294298,30524150,1546294326
,75612168,1546294296,47287083,1546294326
,27894875,1546294293,105506777,1546294313
,62535268,1546294326,130930397,1546294327
,82991869,1546294345,211738981,1546294365
,125530675,1546294306,199402576,1546294366
,42169531,1546294295,205805873,1546294304
,108711270,1546294306,142907072,1546294326
,160805119,1546294311,209052837,1546294316
,26562486,1546294304,211676006,1546294328
,30616060,1546294310,159067435,1546294309
,166040727,1546294292,213252994,1546294297
,262346795,1546294298,247922166,1546294342
,89706065,1546294304,400222492,1546294328
,75436004,1546294329,111384757,1546294371
,164047676,1546294336,252868207,1546294308
,246325769,1546294296,215720362,1546294320
,64579992,1546294312,31846900,1546294316
,28167376,1546294294,206289922,1546294295
,20794575,1546294352,169681113,1546294340
,184404817,1546294347,154724846,1546294297
,164756106,1546294315,73484493,1546294322
,204962191,1546294295,45336865,1546294297
,405191256,1546294298,18973044,1546294342
,73313034,1546294349,30915873,1546294303
,76029393,1546294346,45839941,1546294294
,73601602,1546294355,238903144,1546294312
,108100295,1546294372,158652366,1546294295
,83281308,1546294296,60251155,1546294296
,74337964,1546294333,65149591,1546294313
,189349171,1546294315,102756799,1546294322
,145987406,1546294296,143115589,1546294293
,43174475,1546294293,162231293,1546294292
,267716336,1546294371,277465052,1546294313
,53986087,1546294332,87792515,1546294322
,120689396,1546294318,41398460,1546294318
,184837100,1546294353,29797056,1546294320
,54411843,1546294345,52306153,1546294325
,167249274,1546294305,191134032,1546294299
,114066148,1546294294,194676878,1546294297
,206763254,1546294294,246204125,1546294346
,232005966,1546294296,144491975,1546294314
,173483103,1546294334,42992934,1546294323
,88652308,1546294303,94642787,1546294299
,38734537,1546294293,191508831,1546294321
,253167774,1546294333,98355641,1546294297
,44502433,1546294306,213721063,1546294335
,42681323,1546294293,76250077,1546294309
,56178251,1546294297,57117019,1546294294
,188899263,1546294330,22194415,1546294328
,204720291,1546294349,49909794,1546294317
,96127067,1546294368,211978868,1546294298
,195589544,1546294313,132086415,1546294317
,97296063,1546294300,168746697,1546294341
,254917293,1546294294,137618410,1546294298
,42310189,1546294366,233921495,1546294308
,23365129,1546294375,79429465,1546294297
,123998484,1546294363,98528127,1546294306
,44391234,1546294317,264710015,1546294302
,86062929,1546294321,116434897,1546294315
,93956719,1546294293,58749544,1546294293
,99994277,1546294309,65451199,1546294367
,193169471,1546294334,209469345,1546294358
,109476032,1546294296,219385559,1546294324
,49189925,1546294293,33911108,1546294294
,195161231,1546294365,254134692,1546294324
,150566817,1546294295,192187205,1546294308
,264358516,1546294357,213870381,1546294371
,121919177,1546294300,83031646,1546294338
,51682100,1546294295,91127953,1546294297
,99405561,1546294297,204788959,1546294310
,43216430,1546294327,223897697,1546294376
,181693943,1546294299,170743588,1546294310
,232684811,1546294320,69116078,1546294308
,259925229,1546294345,89380331,1546294312
,78350151,1546294295,120635516,1546294296
,172973082,1546294313,14611891,1546294354
,205515870,1546294332,42969832,1546294309
,192504157,1546294333,54597448,1546294302
,170723254,1546294294,113061540,1546294369
,76852150,1546294293,28468443,1546294296
,184116747,1546294293,212021313,1546294311
,137536882,1546294294,144121407,1546294293
,90257061,1546294305,220363711,1546294309
,207198693,1546294308,51070829,1546294309
,206336674,1546294294,103343542,1546294299
,54323899,1546294294,194715219,1546294358
,162086406,1546294294,153854338,1546294293
,82722303,1546294351,190050964,1546294349
,111020403,1546294296,152989486,1546294367
,217129283,1546294294,81060658,1546294293
,42551632,1546294314,253273772,1546294297
,145237052,1546294339,38247125,1546294322
,80330261,1546294294,30371981,1546294298
,214209218,1546294321,404473677,1546294370
,157655627,1546294295,129542035,1546294317
,63904172,1546294364,248366410,1546294310
,50373984,1546294325,274518256,1546294338
,28978636,1546294302,123604201,1546294372
,113897331,1546294304,144950787,1546294341
,169222299,1546294297,69547432,1546294293
,48642553,1546294304,137126741,1546294295
,185715578,1546294300,69158283,1546294293
,270726074,1546294369,42738562,1546294372
,193054557,1546294295,180350889,1546294336
,161068917,1546294335,174082002,1546294327
,145325311,1546294308,26217167,1546294301
,167382687,1546294304,187338308,1546294313
,152852031,1546294299,58599988,1546294294
,53377194,1546294295,269674044,1546294349
,176364357,1546294296,231947112,1546294326
,201191464,1546294294,37169849,1546294295
,114073162,1546294306,111513049,1546294293
,181982080,1546294346,117160567,1546294331
,85945163,1546294359,25594731,1546294296
,64092399,1546294306,79507896,1546294298
,27133890,1546294310,246139093,1546294333
,137059469,1546294355,91645501,1546294365
,144705098,1546294297,245638057,1546294310
,57904212,1546294301,206894754,1546294292
,134708334,1546294341,107236627,1546294368
,129159932,1546294353,226197361,1546294345
,89714352,1546294302,111839162,1546294333
,43888342,1546294295,159008817,1546294302
,42215397,1546294310,75836637,1546294301
,264055723,1546294366,246571664,1546294337
,214858241,1546294295,241715747,1546294321
,119216487,1546294337,187328522,1546294302
,142048892,1546294325,27429637,1546294293
,65181271,1546294359,116158541,1546294302
,40340017,1546294323,179238936,1546294316
,137016293,1546294295,168066623,1546294331
,26105664,1546294292,201037055,1546294328
,234151620,1546294356,270375765,1546294335
,132914754,1546294329,30715591,1546294343
,55278938,1546294298,208996655,1546294293
,59696661,1546294327,51038576,1546294365
,255380030,1546294329,2793692,1546294295
,144160349,1546294298,265314322,1546294293
,27301241,1546294306,94308689,1546294294
,54249126,1546294330,222287548,1546294309
,74269518,1546294301,50907243,1546294303
,26798939,1546294292,176198262,1546294306
,115546512,1546294322,130854106,1546294314
,142736824,1546294344,19575941,1546294318
,132434614,1546294355,129321157,1546294344
,26449846,1546294314,115997076,1546294323
,138931288,1546294292,85357711,1546294296
,79653119,1546294293,219968345,1546294310
,157689632,1546294334,186654564,1546294313
,101449968,1546294330,69868239,1546294321
,260573012,1546294320,118889661,1546294315
,132539257,1546294318,166582037,1546294307
,29912617,1546294294,163891378,1546294339
,249134121,1546294360,171357369,1546294328
,144193701,1546294318,230974178,1546294311
,57228510,1546294344,93078474,1546294378
,148563747,1546294308,204187839,1546294355
,86612424,1546294321,90410896,1546294294
,54509922,1546294303,219073603,1546294301
,103846163,1546294304,172746568,1546294336
,37371431,1546294315,191061894,1546294293
,270496121,1546294310,108057074,1546294319
,31469671,1546294315,63420632,1546294307
,103887353,1546294295,220300995,1546294311
,51995545,1546294326,46851187,1546294307
,199033316,1546294311,224289001,1546294371
,176221787,1546294331,195820050,1546294298
,118178774,1546294323,120661030,1546294345
,26594991,1546294323,92017242,1546294292
,212775420,1546294294,91842097,1546294296
,181605127,1546294298,95806666,1546294295
,130936270,1546294297,46291172,1546294299
,143348029,1546294302,152663885,1546294299
,119801952,1546294315,212391326,1546294333
,186643677,1546294324,52837988,1546294292
,70915598,1546294325,73750591,1546294294
,183769929,1546294360,142621819,1546294328
,212998196,1546294298,182078611,1546294365
,133288550,1546294356,275031695,1546294357
,148774121,1546294325,44149529,1546294335
,98802716,1546294293,154479417,1546294309
,46087771,1546294348,151332881,1546294309
,171311485,1546294374,217134764,1546294304
,43117291,1546294322,144572628,1546294294
,46160722,1546294293,196453542,1546294325
,45778446,1546294302,135156354,1546294318
,111435285,1546294293,48143674,1546294295
,104037118,1546294336,37252705,1546294324
,162379649,1546294315,123717442,1546294325
,30454762,1546294295,210468338,1546294296
,40820411,1546294306,60790243,1546294311
,74687304,1546294296,148297819,1546294327
,46299798,1546294313,166180093,1546294342
,175064260,1546294343,129011066,1546294293
,219983280,1546294299,92033971,1546294367
,46965858,1546294333,47978608,1546294294
,104394157,1546294328,104508969,1546294312
,62416631,1546294299,200084786,1546294292
,171690213,1546294294,207593406,1546294301
,222708284,1546294362,237707127,1546294312
,68837571,1546294330,105768548,1546294293
,114754110,1546294323,7667189,1546294303
,77505661,1546294302,139386058,1546294344
,185320362,1546294309,217544405,1546294347
,100714937,1546294316,195612596,1546294296
,66427068,1546294317,240931623,1546294320
,230500691,1546294306,147756512,1546294296
,222478023,1546294324,52575641,1546294293
,159025015,1546294347,45495530,1546294302
,103293551,1546294319,159575718,1546294377
,95705648,1546294295,180347918,1546294324
,57021299,1546294346,115284318,1546294307
,130527978,1546294344,243338788,1546294303
,122193176,1546294347,42387893,1546294361
,233904835,1546294310,208680661,1546294319
,47276081,1546294296,91650673,1546294296
,207838758,1546294330,170625507,1546294309
,79637571,1546294350,129376080,1546294292
,40048342,1546294330,145852314,1546294376
,134966399,1546294323,473801,1546294334
,51058207,1546294331,118507826,1546294305
,100525673,1546294305,223604274,1546294306
,168928221,1546294357,138919335,1546294342
,30484723,1546294296,262083092,1546294365
,38784616,1546294297,199406230,1546294311
,81383234,1546294295,59093496,1546294339
,79212730,1546294302,232468693,1546294330
,273368329,1546294355,148333023,1546294315
,215097512,1546294301,195958608,1546294323
,223969660,1546294297,31343960,1546294296
,185299264,1546294317,61908212,1546294304
,260775356,1546294331,175936381,1546294295
,47006106,1546294294,166555503,1546294344
,198624139,1546294310,154045634,1546294352
,226777333,1546294348,69429621,1546294299
,79635970,1546294302,102442894,1546294334
,147929215,1546294293,239238713,1546294357
,51454561,1546294299,149750030,1546294298
,192972681,1546294308,136023561,1546294348
,194242059,1546294294,155453577,1546294304
,174482543,1546294293,54429683,1546294306
,135017669,1546294304,158031736,1546294299
,118098633,1546294308,41368098,1546294308
,45140108,1546294293,132171614,1546294374
,176647463,1546294296,50414641,1546294327
,199890188,1546294298,202064786,1546294296
,404808851,1546294297,401513991,1546294321
,159611115,1546294298,268303211,1546294362
,170911022,1546294306,237315281,1546294310
,49409930,1546294298,206891322,1546294332
,92340791,1546294357,195945499,1546294320
,226000162,1546294321,185108538,1546294309
,187199629,1546294306,72293889,1546294299
,192002606,1546294320,193652882,1546294330
,90237010,1546294320,165273421,1546294298
,79721930,1546294295,96010050,1546294314
,108157934,1546294293,231495486,1546294328
,80346514,1546294300,59961235,1546294295
,124999093,1546294298,97011522,1546294312
,204075608,1546294374,53518941,1546294298
,127149993,1546294308,40517026,1546294299
